Source, Target
YIL075C,YPR108W
YIL075C,YDR363W-A
YIL075C,YDL007W
YIL075C,YGR232W
YIL075C,YER021W
YIL075C,YDL097C
YIL075C,YGL048C
YIL075C,YFR052W
YIL075C,YHR200W
YHL030W,YER021W
YGL048C,YOR259C
YGL048C,YFR004W
YGL048C,YFR010W
YGL048C,YOR261C
YGL048C,YDR394W
YGL048C,YDL147W
YGL048C,YOR117W
YGL048C,YKL145W
YGL048C,YHR027C
YGL048C,YDR427W
YGL048C,YPR108W
YGL048C,YDR363W-A
YGL048C,YDL007W
YGL048C,YGR232W
YGL048C,YER021W
YGL048C,YDL097C
YGL048C,YIL075C
YGL048C,YFR052W
YGL048C,YHR200W
YFR052W,YOR259C
YFR052W,YFR004W
YFR052W,YFR010W
YFR052W,YOR261C
YFR052W,YDL147W
YFR052W,YKL145W
YFR052W,YHR027C
YFR052W,YDR427W
YFR052W,YPR108W
YFR052W,YDR363W-A
YFR052W,YDL007W
YFR052W,YER021W
YFR052W,YDL097C
YFR052W,YIL075C
YFR052W,YGL048C
YFR052W,YHR200W
YHR200W,YOR259C
YHR200W,YFR004W
YHR200W,YFR010W
YHR200W,YOR261C
YHR200W,YDR394W
YHR200W,YDL147W
YHR200W,YOR117W
YHR200W,YKL145W
YHR200W,YHR027C
YHR200W,YDR427W
YHR200W,YEL037C
YHR200W,YLR421C
YHR200W,YPR108W
YHR200W,YDR363W-A
YHR200W,YDL007W
YHR200W,YER021W
YHR200W,YDL097C
YHR200W,YIL075C
YHR200W,YGL048C
YHR200W,YFR052W
